city,timestamp,temperature,season
New York,2010-05-16,8.476652293969277,spring
New York,2010-05-17,4.453349625563446,spring
New York,2010-05-18,7.253886275947552,spring
New York,2010-05-19,15.408895189355183,spring
New York,2010-05-20,8.825279571481316,spring
New York,2010-05-21,13.785901249580272,spring
New York,2010-05-22,7.768412177388722,spring
New York,2010-05-23,16.35423881517283,spring
New York,2010-05-24,9.595880555183458,spring
New York,2010-05-25,16.575283615225583,spring
New York,2010-05-26,9.647647773862019,spring
New York,2010-05-27,2.3649385480624607,spring
New York,2010-05-28,1.2489157006676133,spring
New York,2010-05-29,22.246786152459926,spring
New York,2010-05-30,13.005441014373778,spring
New York,2010-05-31,2.8618015855539114,spring
New York,2010-06-01,25.503716525744608,summer
New York,2010-06-02,21.055909447126435,summer
New York,2010-06-03,27.211903212972416,summer
New York,2010-06-04,21.265505413714163,summer
New York,2010-06-05,17.710110763169837,summer
New York,2010-06-06,30.955221873522802,summer
New York,2010-06-07,23.799430517776482,summer
New York,2010-06-08,22.751090157815295,summer
New York,2010-06-09,29.9871761939535,summer
New York,2010-06-10,22.836680044045625,summer
New York,2010-06-11,30.135984453436684,summer
New York,2010-06-12,23.299634158716213,summer
New York,2010-06-13,28.056941585683337,summer
New York,2010-06-14,31.123179843122653,summer
New York,2010-06-15,25.082711620254194,summer
New York,2010-06-16,23.166046861734234,summer
New York,2010-06-17,27.745307144509262,summer
New York,2010-06-18,27.67611249887743,summer
New York,2010-06-19,23.420415937446954,summer
New York,2010-06-20,32.01900140258055,summer
New York,2010-06-21,23.02389493974052,summer
New York,2010-06-22,23.8775204776467,summer
New York,2010-06-23,25.12403091398347,summer
New York,2010-06-24,20.663106312710937,summer
New York,2010-06-25,22.73212073207646,summer
New York,2010-06-26,23.88635307172472,summer
New York,2010-06-27,19.18336173657511,summer
New York,2010-06-28,37.55569483941001,summer
New York,2010-06-29,29.474781098462568,summer
New York,2010-06-30,27.843966569728654,summer
New York,2010-07-01,18.554621179115905,summer
New York,2010-07-02,27.651278694968145,summer
New York,2010-07-03,26.18383314580571,summer
New York,2010-07-04,15.291294517976734,summer
New York,2010-07-05,27.761449046665494,summer
New York,2010-07-06,20.087168930574315,summer
New York,2010-07-07,24.562263334508838,summer
New York,2010-07-08,26.38067005829132,summer
New York,2010-07-09,26.375861136771995,summer
New York,2010-07-10,25.20110625654101,summer
New York,2010-07-11,17.752428722172713,summer
New York,2010-07-12,29.40342140173408,summer
New York,2010-07-13,22.81381951628737,summer
New York,2010-07-14,20.058330639176774,summer
New York,2010-07-15,33.479936946333446,summer
New York,2010-07-16,26.24446075902381,summer
New York,2010-07-17,26.638384545050993,summer
New York,2010-07-18,25.543933839218365,summer
New York,2010-07-19,26.050133180005005,summer
New York,2010-07-20,25.490075681143992,summer
New York,2010-07-21,30.820567643658514,summer
New York,2010-07-22,31.748698849384997,summer
New York,2010-07-23,20.18413605919208,summer
New York,2010-07-24,24.83331339291014,summer
New York,2010-07-25,18.371140535809996,summer
New York,2010-07-26,25.139229356782316,summer
New York,2010-07-27,22.19492204470589,summer
New York,2010-07-28,18.634690196927217,summer
New York,2010-07-29,25.986338630256146,summer
New York,2010-07-30,27.190949950888655,summer
New York,2010-07-31,25.527696076354264,summer
New York,2010-08-01,24.402244319442516,summer
New York,2010-08-02,25.79764931491074,summer
New York,2010-08-03,22.319593858583325,summer
New York,2010-08-04,25.62696379809983,summer
New York,2010-08-05,29.018803688031003,summer
New York,2010-08-06,26.89663973255565,summer
New York,2010-08-07,16.62890713452289,summer
New York,2010-08-08,27.325189418909076,summer
New York,2010-08-09,28.06422056354534,summer
New York,2010-08-10,17.927202513295708,summer
New York,2010-08-11,21.56767651237282,summer
New York,2010-08-12,32.070440672100915,summer
New York,2010-08-13,19.937883421247022,summer
New York,2010-08-14,23.107626279801394,summer
New York,2010-08-15,19.122422938437623,summer
New York,2010-08-16,23.524701867884733,summer
New York,2010-08-17,25.943793687355697,summer
New York,2010-08-18,26.198812390036736,summer
New York,2010-08-19,20.55300416177907,summer
New York,2010-08-20,17.88092834113792,summer
New York,2010-08-21,20.141900277473777,summer
New York,2010-08-22,32.51290159195534,summer
New York,2010-08-23,31.21460103133254,summer
New York,2010-08-24,20.226614534326412,summer
New York,2010-08-25,26.602317891990946,summer
New York,2010-08-26,31.544785485204464,summer
New York,2010-08-27,19.49390583108937,summer
New York,2010-08-28,33.39486292887555,summer
New York,2010-08-29,20.18326443939533,summer
New York,2010-08-30,20.882930432171364,summer
New York,2010-08-31,29.143716023638024,summer
New York,2010-09-01,14.303010764342085,autumn
New York,2010-09-02,12.264539401947731,autumn
New York,2010-09-03,2.811645049811524,autumn
New York,2010-09-04,16.90481817186408,autumn
New York,2010-09-05,10.861105008045572,autumn
New York,2010-09-06,15.25636245163362,autumn
New York,2010-09-07,-2.5115042339998017,autumn
New York,2010-09-08,7.5623599694338495,autumn
New York,2010-09-09,23.936941269988907,autumn
New York,2010-09-10,10.991420589076126,autumn
New York,2010-09-11,10.734333291970465,autumn
New York,2010-09-12,18.451006521977632,autumn
New York,2010-09-13,19.506138844041335,autumn
New York,2010-09-14,21.872153488809886,autumn
New York,2010-09-15,20.914520261861547,autumn
New York,2010-09-16,14.792132794108593,autumn
New York,2010-09-17,8.783270214028484,autumn
New York,2010-09-18,10.680755048021346,autumn
New York,2010-09-19,23.210924427453016,autumn
New York,2010-09-20,17.010661642339016,autumn
New York,2010-09-21,17.221409746471434,autumn
New York,2010-09-22,7.651661055605875,autumn
New York,2010-09-23,20.36294200535851,autumn
New York,2010-09-24,17.233752494567167,autumn
New York,2010-09-25,13.6247464582419,autumn
New York,2010-09-26,24.692632667832044,autumn
New York,2010-09-27,23.26163750690184,autumn
New York,2010-09-28,14.987682137543413,autumn
New York,2010-09-29,14.171548505666106,autumn
New York,2010-09-30,9.611733414039028,autumn
New York,2010-10-01,27.19077663345803,autumn
New York,2010-10-02,11.615291018691295,autumn
New York,2010-10-03,8.85256436183509,autumn
New York,2010-10-04,16.42650503397499,autumn
New York,2010-10-05,21.643291802486146,autumn
New York,2010-10-06,10.232230490380973,autumn
New York,2010-10-07,15.863036489388477,autumn
New York,2010-10-08,8.280647735116473,autumn
New York,2010-10-09,25.46462963583535,autumn
New York,2010-10-10,16.73112316253257,autumn
New York,2010-10-11,7.913166820083552,autumn
New York,2010-10-12,13.969285889673799,autumn
New York,2010-10-13,16.323264493712724,autumn
New York,2010-10-14,25.7287451520931,autumn
New York,2010-10-15,19.106843633577384,autumn
New York,2010-10-16,24.410516394680158,autumn
New York,2010-10-17,12.62776374037544,autumn
New York,2010-10-18,13.73567089238208,autumn
New York,2010-10-19,10.373473492856741,autumn
New York,2010-10-20,20.920040168583284,autumn
New York,2010-10-21,23.217830445555258,autumn
New York,2010-10-22,16.3245371707812,autumn
New York,2010-10-23,16.809458086130086,autumn
New York,2010-10-24,12.399526591629327,autumn
New York,2010-10-25,15.34764245684044,autumn
New York,2010-10-26,15.237150541414136,autumn
New York,2010-10-27,7.466679182806985,autumn
New York,2010-10-28,12.860235015954657,autumn
New York,2010-10-29,23.675879382163885,autumn
New York,2010-10-30,12.752739342435307,autumn
New York,2010-10-31,16.83818959014866,autumn
New York,2010-11-01,16.361293848044202,autumn
New York,2010-11-02,14.156364468255077,autumn
New York,2010-11-03,14.84022512352631,autumn
New York,2010-11-04,12.06970341213126,autumn
New York,2010-11-05,15.818278945110793,autumn
New York,2010-11-06,11.288546049261104,autumn
New York,2010-11-07,18.518645794702817,autumn
New York,2010-11-08,9.045012674113538,autumn
New York,2010-11-09,4.969686039511898,autumn
New York,2010-11-10,16.948196633251925,autumn
New York,2010-11-11,15.51245561555728,autumn
New York,2010-11-12,23.077011236736006,autumn
New York,2010-11-13,25.10935058246472,autumn
New York,2010-11-14,16.08532409043689,autumn
New York,2010-11-15,17.144275596531273,autumn
New York,2010-11-16,20.885850118019224,autumn
New York,2010-11-17,12.693941605172562,autumn
New York,2010-11-18,13.27719949194583,autumn
New York,2010-11-19,22.89098979190668,autumn
New York,2010-11-20,16.731609473807193,autumn
New York,2010-11-21,6.498639990124274,autumn
New York,2010-11-22,10.616549956965883,autumn
New York,2010-11-23,21.42199725388181,autumn
New York,2010-11-24,17.522521199793974,autumn
New York,2010-11-25,23.141369835441417,autumn
New York,2010-11-26,18.67474606357297,autumn
New York,2010-11-27,11.76525669360878,autumn
New York,2010-11-28,7.5763501175917805,autumn
New York,2010-11-29,6.905358682343613,autumn
New York,2010-11-30,16.80902269848938,autumn
New York,2010-12-01,7.04589906094311,winter
New York,2010-12-02,-0.5290644258116962,winter
New York,2010-12-03,0.8479290881731759,winter
New York,2010-12-04,4.406351811588046,winter
New York,2010-12-05,-3.5351951805312227,winter
New York,2010-12-06,3.5753746155650705,winter
New York,2010-12-07,1.9699876274570858,winter
New York,2010-12-08,8.669303720195781,winter
New York,2010-12-09,-4.845605216664073,winter
New York,2010-12-10,-0.43866811511328885,winter
New York,2010-12-11,1.643013490178444,winter
New York,2010-12-12,0.6416205035022228,winter
New York,2010-12-13,0.3469066465703634,winter
New York,2010-12-14,-2.656443090421861,winter
New York,2010-12-15,-4.926827902216794,winter
New York,2010-12-16,-6.117973511094499,winter
New York,2010-12-17,14.574260811154286,winter
New York,2010-12-18,3.728233308816897,winter
New York,2010-12-19,4.562566160578858,winter
New York,2010-12-20,6.390562837093277,winter
New York,2010-12-21,-6.3647378425062815,winter
New York,2010-12-22,-5.1399123374153435,winter
New York,2010-12-23,-1.6662729301930286,winter
New York,2010-12-24,4.574172877024919,winter
New York,2010-12-25,4.979289418261391,winter
New York,2010-12-26,3.0808762154818616,winter
New York,2010-12-27,-8.703327521457027,winter
New York,2010-12-28,3.449438124576492,winter
New York,2010-12-29,1.31643013366716,winter
New York,2010-12-30,9.224548540267962,winter
New York,2010-12-31,8.988406589019064,winter
New York,2011-01-01,8.028985060696739,winter
New York,2011-01-02,10.091856685348885,winter
New York,2011-01-03,8.48721034123659,winter
New York,2011-01-04,4.572404550092127,winter
New York,2011-01-05,1.0669303348706773,winter
New York,2011-01-06,1.8312060365059568,winter
New York,2011-01-07,-10.366759391189397,winter
New York,2011-01-08,-3.514685901132697,winter
New York,2011-01-09,14.846862007238071,winter
New York,2011-01-10,0.30699594100403366,winter
New York,2011-01-11,6.3117877171850525,winter
New York,2011-01-12,3.422913812115531,winter
New York,2011-01-13,-2.35217010773097,winter
New York,2011-01-14,2.8570850152818577,winter
New York,2011-01-15,3.0377788878840177,winter
New York,2011-01-16,7.654824494149785,winter
New York,2011-01-17,-9.641678187425175,winter
New York,2011-01-18,-10.426897401721035,winter
New York,2011-01-19,7.401382189449804,winter
New York,2011-01-20,-2.510851062313451,winter
New York,2011-01-21,5.285580442571538,winter
New York,2011-01-22,-0.6532831644128955,winter
New York,2011-01-23,-1.930229224622002,winter
New York,2011-01-24,1.8264280916185907,winter
New York,2011-01-25,4.917980062105388,winter
New York,2011-01-26,8.712984232546948,winter
New York,2011-01-27,-1.6813209692368276,winter
New York,2011-01-28,12.337256775871206,winter
New York,2011-01-29,9.352993099424324,winter
New York,2011-01-30,-2.76492290995502,winter
New York,2011-01-31,-7.275949978891264,winter
New York,2011-02-01,1.535512162520905,winter
New York,2011-02-02,2.3255028948852905,winter
New York,2011-02-03,4.496105442141941,winter
New York,2011-02-04,-1.3165583760505253,winter
New York,2011-02-05,-1.9026573486352925,winter
New York,2011-02-06,-6.194004915899289,winter
New York,2011-02-07,4.542240324174146,winter
New York,2011-02-08,-0.5489849907162708,winter
New York,2011-02-09,0.20916401965779285,winter
New York,2011-02-10,-0.4857491754844393,winter
New York,2011-02-11,-1.3163170755151723,winter
New York,2011-02-12,-5.590414825273504,winter
New York,2011-02-13,6.110133241981599,winter
New York,2011-02-14,-5.4308012328526,winter
New York,2011-02-15,0.630260649623927,winter
New York,2011-02-16,6.93649686132293,winter
New York,2011-02-17,-0.7278583580527852,winter
New York,2011-02-18,3.5045267778675475,winter
New York,2011-02-19,7.621187024054112,winter
New York,2011-02-20,5.873053480133281,winter
New York,2011-02-21,-10.215468675468166,winter
New York,2011-02-22,2.091638577278609,winter
New York,2011-02-23,-3.6625329745710737,winter
New York,2011-02-24,7.5547580995437755,winter
New York,2011-02-25,3.632171126259495,winter
New York,2011-02-26,-6.619152504428159,winter
New York,2011-02-27,1.2496212556652775,winter
New York,2011-02-28,5.492836252124963,winter
New York,2011-03-01,14.27137540817313,spring
New York,2011-03-02,16.776235481253075,spring
New York,2011-03-03,8.77751270853965,spring
New York,2011-03-04,10.781889123038146,spring
New York,2011-03-05,17.34311557241881,spring
New York,2011-03-06,12.774023482176442,spring
New York,2011-03-07,9.514477366901255,spring
New York,2011-03-08,15.224106573426878,spring
New York,2011-03-09,6.5270744462306665,spring
New York,2011-03-10,19.127461887987604,spring
New York,2011-03-11,3.174508321037537,spring
New York,2011-03-12,9.655153694934864,spring
New York,2011-03-13,7.728606998325785,spring
New York,2011-03-14,9.560579829669871,spring
New York,2011-03-15,2.6261852386726794,spring
New York,2011-03-16,2.0468048878024145,spring
New York,2011-03-17,11.027569121495388,spring
New York,2011-03-18,-1.7091715185039047,spring
New York,2011-03-19,3.465408465215912,spring
New York,2011-03-20,21.717801612737208,spring
New York,2011-03-21,11.140278216349373,spring
New York,2011-03-22,9.177324777968824,spring
New York,2011-03-23,10.19611862003429,spring
New York,2011-03-24,16.53331590648449,spring
New York,2011-03-25,3.9768436416274513,spring
New York,2011-03-26,16.945644627793715,spring
New York,2011-03-27,4.106344838563809,spring
New York,2011-03-28,12.386694441072294,spring
New York,2011-03-29,4.7048558944175145,spring
New York,2011-03-30,13.619885699317315,spring
New York,2011-03-31,10.908484611281041,spring
New York,2011-04-01,5.283478367060131,spring
New York,2011-04-02,17.75265901535262,spring
New York,2011-04-03,5.82887400481593,spring
New York,2011-04-04,2.9887522972269087,spring
New York,2011-04-05,2.750531311786928,spring
New York,2011-04-06,14.911262941142772,spring
New York,2011-04-07,8.510360630571107,spring
New York,2011-04-08,4.792658957409096,spring
New York,2011-04-09,7.877376205552888,spring
New York,2011-04-10,7.508294694127774,spring
New York,2011-04-11,12.95554836407539,spring
New York,2011-04-12,11.369376532872328,spring
New York,2011-04-13,7.437523501844038,spring
New York,2011-04-14,12.724951019443015,spring
New York,2011-04-15,15.22482040517459,spring
New York,2011-04-16,11.834880750029724,spring
New York,2011-04-17,12.488233917755753,spring
New York,2011-04-18,15.311695929023116,spring
New York,2011-04-19,8.083940739899129,spring
New York,2011-04-20,3.467979090964649,spring
New York,2011-04-21,1.240423333065609,spring
New York,2011-04-22,7.948635420871439,spring
New York,2011-04-23,11.417682656391465,spring
New York,2011-04-24,12.338375152293763,spring
New York,2011-04-25,7.10476273379536,spring
New York,2011-04-26,10.560741931453979,spring
New York,2011-04-27,9.736372537695827,spring
New York,2011-04-28,9.580007302739006,spring
New York,2011-04-29,12.858338591543605,spring
New York,2011-04-30,12.68890086101599,spring
New York,2011-05-01,10.890843814573893,spring
New York,2011-05-02,11.160680203995748,spring
New York,2011-05-03,10.74214401490186,spring
New York,2011-05-04,9.589665079763192,spring
New York,2011-05-05,17.601735825653723,spring
New York,2011-05-06,-1.1965255258273344,spring
New York,2011-05-07,11.72924910149493,spring
New York,2011-05-08,3.982982031119234,spring
New York,2011-05-09,10.058727961034363,spring
New York,2011-05-10,3.476670212062766,spring
New York,2011-05-11,14.538146577839347,spring
New York,2011-05-12,14.04406973926797,spring
New York,2011-05-13,12.85379344538604,spring
New York,2011-05-14,7.8776029656118745,spring
New York,2011-05-15,7.335909466000675,spring
New York,2011-05-16,18.36259334965101,spring
New York,2011-05-17,15.912753654864334,spring
New York,2011-05-18,8.056795645224549,spring
New York,2011-05-19,1.1209193001724682,spring
New York,2011-05-20,13.599208635030129,spring
New York,2011-05-21,18.573358736432397,spring
New York,2011-05-22,7.563251434999067,spring
New York,2011-05-23,17.81637517777432,spring
New York,2011-05-24,7.695818551810508,spring
New York,2011-05-25,8.171727696217555,spring
New York,2011-05-26,-1.5731166144615094,spring
New York,2011-05-27,13.993711949803057,spring
New York,2011-05-28,7.465399782316745,spring
New York,2011-05-29,12.876170838947507,spring
New York,2011-05-30,11.182460119965059,spring
New York,2011-05-31,2.3560605074346364,spring
New York,2011-06-01,26.61992091589321,summer
New York,2011-06-02,27.64873315084533,summer
New York,2011-06-03,28.541554749886224,summer
New York,2011-06-04,23.658129010160852,summer
New York,2011-06-05,33.384761572215055,summer
New York,2011-06-06,30.14894241649082,summer
New York,2011-06-07,24.701815050823697,summer
New York,2011-06-08,26.586224333017416,summer
New York,2011-06-09,26.062915208504865,summer
New York,2011-06-10,14.991687795194489,summer
New York,2011-06-11,27.013863631652324,summer
New York,2011-06-12,25.272894521944036,summer
New York,2011-06-13,24.239834494761965,summer
New York,2011-06-14,31.552724081087213,summer
New York,2011-06-15,21.279385033160693,summer
New York,2011-06-16,28.921588328768884,summer
New York,2011-06-17,28.565223283296373,summer
New York,2011-06-18,26.013108993778253,summer
New York,2011-06-19,20.067878064008976,summer
New York,2011-06-20,30.03707645719347,summer
New York,2011-06-21,14.075068706746034,summer
New York,2011-06-22,24.99324287932111,summer
New York,2011-06-23,26.698644594143417,summer
New York,2011-06-24,28.519257124468385,summer
New York,2011-06-25,22.885277832876326,summer
New York,2011-06-26,20.840964907118988,summer
New York,2011-06-27,23.53299468982289,summer
New York,2011-06-28,21.964177546024594,summer
New York,2011-06-29,29.981108425293804,summer
New York,2011-06-30,20.831888159856646,summer
New York,2011-07-01,31.262968526952744,summer
New York,2011-07-02,17.36958046497396,summer
New York,2011-07-03,31.964721792335475,summer
New York,2011-07-04,29.905322084546036,summer
New York,2011-07-05,13.409447123696758,summer
New York,2011-07-06,23.23713889269657,summer
New York,2011-07-07,27.122947341709988,summer
New York,2011-07-08,26.69810450399108,summer
New York,2011-07-09,22.849259103398854,summer
New York,2011-07-10,30.19235493843133,summer
New York,2011-07-11,32.43123914130568,summer
New York,2011-07-12,25.469998625104644,summer
New York,2011-07-13,17.275056403250147,summer
New York,2011-07-14,30.877325433883872,summer
New York,2011-07-15,30.40610236916591,summer
New York,2011-07-16,26.98884755205524,summer
New York,2011-07-17,27.953602413433572,summer
New York,2011-07-18,24.617026728209826,summer
New York,2011-07-19,21.500657321025813,summer
New York,2011-07-20,16.515179099773697,summer
New York,2011-07-21,24.57990479340029,summer
New York,2011-07-22,25.872883642547905,summer
New York,2011-07-23,20.824197894050897,summer
New York,2011-07-24,18.80806721959376,summer
New York,2011-07-25,26.560871119300913,summer
New York,2011-07-26,28.1901660072977,summer
New York,2011-07-27,18.88981884155448,summer
New York,2011-07-28,21.549786912927836,summer
New York,2011-07-29,38.323131955792405,summer
New York,2011-07-30,20.298327588567147,summer
New York,2011-07-31,25.975424141357372,summer
New York,2011-08-01,23.006281814604453,summer
New York,2011-08-02,28.116664539810543,summer
New York,2011-08-03,23.036235080102117,summer
New York,2011-08-04,22.504023079481147,summer
New York,2011-08-05,22.989978084407493,summer
New York,2011-08-06,22.289709052531425,summer
New York,2011-08-07,27.389263235091086,summer
New York,2011-08-08,27.92004758396648,summer
New York,2011-08-09,22.102450948600485,summer
New York,2011-08-10,28.161726021784467,summer
New York,2011-08-11,33.49612444571852,summer
New York,2011-08-12,25.61331709630998,summer
New York,2011-08-13,25.182480737021866,summer
New York,2011-08-14,25.815460918549554,summer
New York,2011-08-15,34.12705721606568,summer
New York,2011-08-16,30.66096625158135,summer
New York,2011-08-17,30.58092745816555,summer
New York,2011-08-18,28.178314079057717,summer
New York,2011-08-19,21.769480795806906,summer
New York,2011-08-20,24.356007933398256,summer
New York,2011-08-21,25.434570219615768,summer
New York,2011-08-22,32.19975468293124,summer
New York,2011-08-23,28.09420976737795,summer
New York,2011-08-24,23.374630089510987,summer
New York,2011-08-25,30.36337146074699,summer
New York,2011-08-26,18.588786932533232,summer
New York,2011-08-27,19.691178602939782,summer
New York,2011-08-28,21.418943597114215,summer
New York,2011-08-29,34.76754597053628,summer
New York,2011-08-30,24.102721840808027,summer
New York,2011-08-31,31.466912027958013,summer
New York,2011-09-01,14.502426300658566,autumn
New York,2011-09-02,19.599462663534148,autumn
New York,2011-09-03,12.45849029807612,autumn
New York,2011-09-04,16.40982755472333,autumn
New York,2011-09-05,16.83513304515947,autumn
New York,2011-09-06,16.821618663931623,autumn
New York,2011-09-07,19.708457288672573,autumn
New York,2011-09-08,16.998537254818622,autumn
New York,2011-09-09,15.561203047381039,autumn
New York,2011-09-10,15.623659537099172,autumn
New York,2011-09-11,14.279595361799684,autumn
New York,2011-09-12,17.123132373618365,autumn
New York,2011-09-13,8.547846567171582,autumn
New York,2011-09-14,16.131906467107534,autumn
New York,2011-09-15,9.24032174800995,autumn
New York,2011-09-16,14.584664230784997,autumn
New York,2011-09-17,10.101494264108227,autumn
New York,2011-09-18,17.55306894152285,autumn
New York,2011-09-19,12.544473890031048,autumn
New York,2011-09-20,6.917412040425807,autumn
New York,2011-09-21,12.421936119220337,autumn
New York,2011-09-22,11.932023119168937,autumn
New York,2011-09-23,11.200461410390442,autumn
New York,2011-09-24,14.839474016791549,autumn
New York,2011-09-25,15.688489850137602,autumn
New York,2011-09-26,23.959752728728567,autumn
New York,2011-09-27,10.783579442624672,autumn
New York,2011-09-28,13.52380570037708,autumn
New York,2011-09-29,6.7469780690834025,autumn
New York,2011-09-30,10.729918609362086,autumn
New York,2011-10-01,14.015980868667198,autumn
New York,2011-10-02,14.45924474994052,autumn
New York,2011-10-03,16.889612418885267,autumn
New York,2011-10-04,16.925279290240653,autumn
New York,2011-10-05,17.622727187867593,autumn
New York,2011-10-06,13.306706682596518,autumn
New York,2011-10-07,7.20928962996652,autumn
New York,2011-10-08,14.861731764339227,autumn
New York,2011-10-09,13.535832130021916,autumn
New York,2011-10-10,22.829862137557228,autumn
New York,2011-10-11,21.881107525046335,autumn
New York,2011-10-12,24.605772988228622,autumn
New York,2011-10-13,13.443876772720984,autumn
